Doc&Category, Element ID, Porperty, Number Value,String Value 
4,"198749","无连接高度@19",9.84,
4,"198749","族与类型@-1",, Wall - Timber Clad 
4,"198749","与体量相关@19",0,
4,"198749","已附着顶部@19",1,
4,"198749","顶部约束@19",, Level 2 
4,"198749","结构用途@12",0,
4,"198749","顶部偏移@19",0,
4,"198749","结构材质@5",, Structure - Timber Insulated Panel - Insulation 
4,"198749","在插入点包络@3",3,
4,"198749","类型名称@0",, SIP 202mm Wall - conc clad 
4,"198749","热质量@92",33244.2,
4,"198749","类型标记@0",, WT1 
4,"198749","说明@0",, Structural Insulation Panel Wall with Kiln Dried Timber Panel Rainscreen 
4,"198749","粗略比例填充颜色@4",0,
4,"198749","吸收率@92",0.1,
4,"198749","厚度@3",0.66,
4,"198749","粗略比例填充样式@4",, Solid fill 
4,"198749","粗糙度@92",1,
4,"198749","在端点包络@3",0,
4,"198749","功能@3",1,
4,"198749","传热系数(U)@92",47.55,
4,"198749","热阻(R)@92",0.02,
4,"198749","注释记号@0",, F10 
1,211850,GUID@-1,,88b03b0580d3484f8022471f61637707
1,"211850","系统分类@13",, 卫生设备 
1,"211850","体积@1",0.14,
1,"211850","类型 ID@-1",, Steel-Stainless-NA 
1,"211850","族与类型@-1",, Steel-Stainless-NA 
1,"211850","类型@-1",, Steel-Stainless-NA 
1,"211850","主体@19",, 4500_Kitchen Island_DW : 4500_Kitchen Island_DW 
1,"211850","立面@19",3.09,
1,"211850","创建的阶段@14",, Working Drawings 
1,"211850","面积@1",12.87,
1,"211850","族@-1",, Steel-Stainless-NA 
1,"211850","明细表标高@-1",, Level 1 
1,"211850","标高@19",, Level 1 
1,"211850","标记@0",, 1 
1,"211850","说明@0",, Vault(TM) offset kitchen sink with four-hole faucet drilling 
1,"211850","Product Documentation Link@0",, http://www.us.kohler.com/onlinecatalog/pdf/1130288_4.pdf 
1,"211850","Sanitary Connector Left@23",, Sanitary Connection Left 
1,"211850","Sanitary Radius@11",0.16,
1,"211850","制造商@0",, Kohler 
1,"211850","默认高程@19",0,
1,"211850","Length@1",2.75,
1,"211850","型号@0",, K-3823-4 
1,"211850","Width@1",1.83,
1,"211850","URL@0",, http://www.us.kohler.com/index.jsp 
1,"211850","WFU@13",0,
1,"211850","OmniClass 标题@0",, Sinks/Lavatories 
1,"211850","Product Page URL@0",, http://www.us.kohler.com/onlinecatalog/detail.jsp?prod_num=3823-4 
1,"211850","ADA Compliant@0",0,
1,"211850","OmniClass 编号@0",, 23.45.05.14.14 
1,"211850","Finish@5",, Steel-Kohler-NA-Stainless 
1,"211850","Created By@0",, http://www.medialab3dstudio.com/ 
1,"211850","部件说明@0",, Sinks - Kitchen 
1,"211850","类型名称@0",, Steel-Stainless-NA 
1,"211850","Facucent Drilling@0",, 4 Hole 
1,"211850","Sanitary Connector Right@23",, Sanitary Connection Right 
1,"211850","部件代码@0",, D2010410 
1,"211850","Height@1",0.78,
1,"211850","Sanitary Diameter@11",0.31,
1,213811,GUID@-1,,88b03b0580d3484f8022471f61630fbe
1,"213811","类型@-1",, Chrome-Polished_Chrome-CP 
1,"213811","体积@1",0.01,
1,"213811","标记@0",, 3 
1,"213811","立面@19",3.09,
1,"213811","创建的阶段@14",, Working Drawings 
1,"213811","系统分类@13",, 家用冷水 家用热水 
1,"213811","族与类型@-1",, Chrome-Polished_Chrome-CP 
1,"213811","族@-1",, Chrome-Polished_Chrome-CP 
1,"213811","标高@19",, Level 1 
1,"213811","主体@19",, Sink-Offset-Kohler-Vault-3823_4 : Steel-Stainless-NA 
1,"213811","类型 ID@-1",, Chrome-Polished_Chrome-CP 
1,"213811","面积@1",0,
1,"213811","明细表标高@-1",, Level 1 
1,"213811","WFU@13",0,
1,"213811","部件说明@0",, Plumbing Fixtures 
1,"213811","Cold Water Radius@11",0.02,
1,"213811","Finish@5",, Chrome-Kohler-CP-Polished_Chrome 
1,"213811","类型名称@0",, Chrome-Polished_Chrome-CP 
1,"213811","默认高程@19",0,
1,"213811","HWFU@13",0,
1,"213811","说明@0",, Purist(R) kitchen sink faucet with 8 inch spout reach 
1,"213811","OmniClass 标题@0",, Mixing Faucets 
1,"213811","Product Page URL@0",, http://www.us.kohler.com/onlinecatalog/detail.jsp?prod_num=7507 
1,"213811","型号@0",, K-7507 
1,"213811","Width@1",0.38,
1,"213811","CWFU@13",0,
1,"213811","Hot Water Diameter@11",0.03,
1,"213811","OmniClass 编号@0",, 23.45.55.17 
1,"213811","Cold Water Connector@23",, Cold Water Connection 
1,"213811","Hot Water Radius@11",0.02,
1,"213811","Installation Type@0",, Single-hole 
1,"213811","Length@1",0.67,
1,"213811","Actual Valve Water Flow@13",0,
1,"213811","Height@1",0.98,
1,"213811","Spout Reach@1",0.55,
1,"213811","Product Documentation Link@0",, http://www.us.kohler.com/onlinecatalog/detail.jsp?prod_num=7507 
1,"213811","Cold Water Diameter@11",0.03,
1,"213811","制造商@0",, Kohler 
1,"213811","URL@0",, http://www.us.kohler.com 
1,"213811","ADA Compliant@0",1,
1,"213811","Created By@0",, http://medialab3dstudio.com/ 
1,"213811","部件代码@0",, D2010 
1,"213811","Hot Water Connector@23",, Hot Water Connection 
1,"213811","Spout Reach Offset@1",0.62,
4,234869,GUID@-1,,88b03b0580d3484f8022471f6163d9f8
4,"234869","创建的阶段@14",, Working Drawings 
4,"234869","已附着底部@19",0,
4,"234869","顶部偏移@19",12.29,
4,"234869","底部延伸距离@19",0,
4,"234869","定位线@19",0,
4,"234869","底部约束@19",, Level 2 
4,"234869","底部偏移@19",0,
4,"234869","结构用途@12",0,
4,"234869","面积@1",231.15,
4,"234869","体积@1",153.19,
4,"234869","已附着顶部@19",1,
4,"234869","族@-1",, Wall - Timber Clad 
4,"234869","与体量相关@19",0,
4,"234869","顶部约束@19",, Ceiling 
4,"234869","顶部延伸距离@19",0,
4,"234869","结构@12",0,
4,"234869","类型 ID@-1",, Wall - Timber Clad 
4,"234869","启用分析模型@12",0,
4,"234869","族与类型@-1",, Wall - Timber Clad 
4,"234869","无连接高度@19",11.31,
4,"234869","长度@1",15.29,
4,"234869","类型@-1",, Wall - Timber Clad 
4,"234869","结构材质@5",, Structure - Timber Insulated Panel - Insulation 
4,"234869","在插入点包络@3",3,
4,"234869","类型名称@0",, SIP 202mm Wall - conc clad 
4,"234869","热质量@92",33244.2,
4,"234869","类型标记@0",, WT1 
4,"234869","说明@0",, Structural Insulation Panel Wall with Kiln Dried Timber Panel Rainscreen 
4,"234869","粗略比例填充颜色@4",0,
4,"234869","吸收率@92",0.1,
4,"234869","厚度@3",0.66,
4,"234869","粗略比例填充样式@4",, Solid fill 
4,"234869","粗糙度@92",1,
4,"234869","在端点包络@3",0,
4,"234869","功能@3",1,
4,"234869","传热系数(U)@92",47.55,
4,"234869","热阻(R)@92",0.02,
4,"234869","注释记号@0",, F10 
8,243274,GUID@-1,,a6aa132dccd7408fb2f9ed67350f3a70
8,"243274","与体量相关@19",0,
8,"243274","类型 ID@-1",, SG Metal Panels roof 
8,"243274","厚度@1",0.66,
8,"243274","类型@-1",, SG Metal Panels roof 
8,"243274","拉伸终点@19",-20.35,
8,"243274","面积@1",1863.68,
8,"243274","封檐板深度@3",0,
8,"243274","拉伸起点@19",43.63,
8,"243274","参照标高@19",, Roof Line 
8,"243274","族@-1",, SG Metal Panels roof 
8,"243274","标高偏移@19",0,
8,"243274","创建的阶段@14",, Working Drawings 
8,"243274","族与类型@-1",, SG Metal Panels roof 
8,"243274","工作平面@19",, <不关联> 
8,"243274","体积@1",1235.1,
8,"243274","椽截面@3",33615,
8,"243274","部件代码@0",, B1020 
8,"243274","部件说明@0",, Roof Construction 
8,"243274","粗略比例填充颜色@4",0,
8,"243274","传热系数(U)@92",1.17,
8,"243274","热阻(R)@92",0.85,
8,"243274","粗糙度@92",1,
8,"243274","热质量@92",20512,
8,"243274","默认的厚度@3",0.66,
8,"243274","吸收率@92",0.1,
8,"243274","类型名称@0",, SG Metal Panels roof 
2,411452,GUID@-1,,ef4ad1cb015c4bb69030e7bb82f79a08
2,"411452","净剪切/填充@-1",0,
2,"411452","材质@5",, Grass 
2,"411452","截面@-1",0,
2,"411452","创建的阶段@14",, Working Drawings 
2,"411452","填充@-1",0,
2,"411452","投影面积@1",37966.13,
2,"411452","表面积@1",38871.72,
23,414482,GUID@-1,,ef4ad1cb015c4bb69030e7bb82f78e26
23,"414482","标高@19",, Level 1 
23,"414482","Show Drop Panel@3",1,
23,"414482","顶部标高@19",, Level 2 
23,"414482","柱样式@19",0,
23,"414482","钢筋保护层 - 底面@12",, Rebar Cover 1 
23,"414482","Height 1@-1",0.82,
23,"414482","底部偏移@19",-5.91,
23,"414482","面积@1",124.86,
23,"414482","族@-1",, M_1000 
23,"414482","钢筋保护层 - 其他面@12",, Rebar Cover 1 
23,"414482","创建的阶段@14",, Working Drawings 
23,"414482","Capital Top Offset@1",0.82,
23,"414482","结构材质@5",, Concrete - Cast-in-Place Concrete 
23,"414482","族与类型@-1",, M_1000 
23,"414482","顶部偏移@19",0.33,
23,"414482","钢筋保护层 - 顶面@12",, Rebar Cover 1 
23,"414482","Show Capital@3",1,
23,"414482","体积@1",144.84,
23,"414482","长度@1",16.08,
23,"414482","随轴网移动@19",1,
23,"414482","底部标高@19",, Level 1 
23,"414482","类型 ID@-1",, M_1000 
23,"414482","启用分析模型@12",1,
23,"414482","类型@-1",, M_1000 
23,"414482","柱定位标记@19",, B-2(1500) 
23,"414482","类型名称@0",, M_1000 
23,"414482","Drop Panel Thickness@1",0.82,
23,"414482","部件说明@0",, Superstructure 
23,"414482","横断面形状@12",0,
23,"414482","b 1@-1",1.64,
23,"414482","OmniClass 编号@0",, 23.25.30.11.14.11 
23,"414482","OmniClass 标题@0",, Columns 
23,"414482","Drop Panel Length@1",4.92,
23,"414482","Slab Thickness@1",0.39,
23,"414482","部件代码@0",, B10 
23,"414482","b@1",3.28,
23,"414482","Capital Top Radius@1",1.48,
23,"414482","Drop Panel Width@1",4.92,
23,"414482","Capital Height@1",0.82,
4,418079,GUID@-1,,72678df914a34aeea80e94a8e55c6839
4,"418079","结构@12",0,
4,"418079","底部延伸距离@19",0,
4,"418079","启用分析模型@12",0,
4,"418079","族与类型@-1",, Wall - Timber Clad 
4,"418079","定位线@19",0,
4,"418079","创建的阶段@14",, Working Drawings 
4,"418079","顶部偏移@19",-0.98,
4,"418079","族@-1",, Wall - Timber Clad 
4,"418079","已附着顶部@19",0,
4,"418079","与体量相关@19",0,
4,"418079","类型 ID@-1",, Wall - Timber Clad 
4,"418079","结构用途@12",0,
4,"418079","顶部延伸距离@19",0,
4,"418079","无连接高度@19",8.86,
4,"418079","类型@-1",, Wall - Timber Clad 
4,"418079","体积@1",61.63,
4,"418079","顶部约束@19",, Level 2 
4,"418079","面积@1",93,
4,"418079","长度@1",10.5,
4,"418079","底部约束@19",, Level 1 
4,"418079","已附着底部@19",0,
4,"418079","底部偏移@19",0,
4,"418079","结构材质@5",, Structure - Timber Insulated Panel - Insulation 
4,"418079","在插入点包络@3",3,
4,"418079","类型名称@0",, SIP 202mm Wall - conc clad 
4,"418079","热质量@92",33244.2,
4,"418079","类型标记@0",, WT1 
4,"418079","说明@0",, Structural Insulation Panel Wall with Kiln Dried Timber Panel Rainscreen 
4,"418079","粗略比例填充颜色@4",0,
4,"418079","吸收率@92",0.1,
4,"418079","厚度@3",0.66,
4,"418079","粗略比例填充样式@4",, Solid fill 
4,"418079","粗糙度@92",1,
4,"418079","在端点包络@3",0,
4,"418079","功能@3",1,
4,"418079","传热系数(U)@92",47.55,
4,"418079","热阻(R)@92",0.02,
4,"418079","注释记号@0",, F10 
15,418183,GUID@-1,,d85573c2f8d546ae966aac82fa1e9487
15,"418183","底部高程@1",8.86,
15,"418183","类型 ID@-1",, Generic 300 
15,"418183","标高@19",, Level 2 
15,"418183","结构@12",0,
15,"418183","与体量相关@19",0,
15,"418183","族@-1",, Generic 300 
15,"418183","顶部高程@1",9.84,
15,"418183","类型@-1",, Generic 300 
15,"418183","周长@1",149.64,
15,"418183","族与类型@-1",, Generic 300 
15,"418183","自标高的高度偏移@19",0,
15,"418183","面积@1",1081.7,
15,"418183","体积@1",1064.66,
15,"418183","创建的阶段@14",, Working Drawings 
15,"418183","厚度@1",0.98,
15,"418183","启用分析模型@12",0,
15,"418183","吸收率@92",0.1,
15,"418183","默认的厚度@3",0.49,
15,"418183","功能@3",0,
15,"418183","粗糙度@92",1,
15,"418183","结构材质@5",, SH_resin Floor 
15,"418183","类型名称@0",, Generic 150mm 
15,"418183","粗略比例填充颜色@4",0,
3,418977,GUID@-1,,d85573c2f8d546ae966aac82fa1e91a1
3,"418977","族与类型@-1",, 9 Meters High 
3,"418977","体积@1",8.43,
3,"418977","与邻近图元一同移动@19",0,
3,"418977","创建的阶段@14",, Working Drawings 
3,"418977","标高@19",, Level 1 
3,"418977","族@-1",, 9 Meters High 
3,"418977","类型 ID@-1",, 9 Meters High 
3,"418977","类型@-1",, 9 Meters High 
3,"418977","主体@19",, 标高 : Level 1 
3,"418977","偏移@19",1.64,
3,"418977","面积@1",36.94,
3,"418977","OmniClass 标题@0",, Wind Energy Equipment 
3,"418977","OmniClass 编号@0",, 23.75.10.31 
3,"418977","类型名称@0",, 9 Meters High 
3,"418977","Total Height@1",30.51,
3,"418977","Pole Height@1",29.53,
3,418985,GUID@-1,,d85573c2f8d546ae966aac82fa1e91a9
3,"418985","偏移@19",1.64,
3,"418985","标高@19",, Level 1 
3,"418985","创建的阶段@14",, Working Drawings 
3,"418985","族与类型@-1",, 9 Meters High 
3,"418985","体积@1",8.43,
3,"418985","类型 ID@-1",, 9 Meters High 
3,"418985","与邻近图元一同移动@19",0,
3,"418985","面积@1",36.94,
3,"418985","族@-1",, 9 Meters High 
3,"418985","类型@-1",, 9 Meters High 
3,"418985","主体@19",, 标高 : Level 1 
3,"418985","OmniClass 标题@0",, Wind Energy Equipment 
3,"418985","OmniClass 编号@0",, 23.75.10.31 
3,"418985","类型名称@0",, 9 Meters High 
3,"418985","Total Height@1",30.51,
3,"418985","Pole Height@1",29.53,
1,420270,GUID@-1,,81595c38a4c24a229ddf5884d5e15182
1,"420270","立面@19",0,
1,"420270","标记@0",, 12 
1,"420270","主体@19",, 标高 : Level 2 
1,"420270","创建的阶段@14",, Working Drawings 
1,"420270","标高@19",, Level 2 
1,"420270","面积@1",29.07,
1,"420270","体积@1",9.05,
1,"420270","族与类型@-1",, 01 Cotton 
1,"420270","明细表标高@-1",, Level 2 
1,"420270","系统分类@13",, 卫生设备 
1,"420270","类型 ID@-1",, 01 Cotton 
1,"420270","族@-1",, 01 Cotton 
1,"420270","类型@-1",, 01 Cotton 
1,"420270","CADworks URL@0",, http://www.CADworks.net 
1,"420270","默认高程@19",0,
1,"420270","Nominal Height@1",1.76,
1,"420270","说明@0",, Cast Iron Bathtub 
1,"420270","OmniClass 标题@0",, Bathtubs 
1,"420270","Skirt Material@5",, Plastic - TOTO - 01 Cotton 
1,"420270","部件说明@0",, Bathtubs 
1,"420270","Waste Connection Radius@19",0.13,
1,"420270","CWFU@13",0,
1,"420270","Finish@5",, Metal - TOTO - Enameled - 01 Cotton 
1,"420270","OmniClass 编号@0",, 23.45.05.14.21 
1,"420270","Waste Connection NPT@11",0.25,
1,"420270","Series@0",, Nexus 
1,"420270","Product URL@0",, http://www.totousa.com/Default.aspx?TabId=75&ProductId=0f62a304-6f03-4786-b3a1-ed82694f167b&SearchId=2b23fb16-8c35-4b42-bd24-70517483f004&PTab=2&STab=0 
1,"420270","URL@0",, http://www.totousa.com 
1,"420270","制造商@0",, TOTO 
1,"420270","型号@0",, FBF794S#01D 
1,"420270","部件代码@0",, D2010510 
1,"420270","Nominal Length@1",5.58,
1,"420270","HWFU@13",0,
1,"420270","Shipping Weight@12",5691.62,
1,"420270","Nominal Width@1",2.46,
1,"420270","类型名称@0",, 01 Cotton 
1,"420270","WFU@13",0,
4,422243,GUID@-1,,59371552580043eb9ba360956513fea6
4,"422243","类型@-1",, Wall - Timber Clad 
4,"422243","顶部偏移@19",0,
4,"422243","底部约束@19",, Level 1 
4,"422243","与体量相关@19",0,
4,"422243","创建的阶段@14",, Working Drawings 
4,"422243","无连接高度@19",8.86,
4,"422243","定位线@19",0,
4,"422243","族与类型@-1",, Wall - Timber Clad 
4,"422243","底部延伸距离@19",0,
4,"422243","结构用途@12",0,
4,"422243","族@-1",, Wall - Timber Clad 
4,"422243","结构@12",0,
4,"422243","已附着顶部@19",0,
4,"422243","面积@1",64.43,
4,"422243","启用分析模型@12",0,
4,"422243","类型 ID@-1",, Wall - Timber Clad 
4,"422243","长度@1",9.98,
4,"422243","体积@1",42.7,
4,"422243","底部偏移@19",0,
4,"422243","顶部延伸距离@19",0,
4,"422243","顶部约束@19",, Ceiling 
4,"422243","已附着底部@19",0,
4,"422243","结构材质@5",, Structure - Timber Insulated Panel - Insulation 
4,"422243","在插入点包络@3",3,
4,"422243","类型名称@0",, SIP 202mm Wall - conc clad 
4,"422243","热质量@92",33244.2,
4,"422243","类型标记@0",, WT1 
4,"422243","说明@0",, Structural Insulation Panel Wall with Kiln Dried Timber Panel Rainscreen 
4,"422243","粗略比例填充颜色@4",0,
4,"422243","吸收率@92",0.1,
4,"422243","厚度@3",0.66,
4,"422243","粗略比例填充样式@4",, Solid fill 
4,"422243","粗糙度@92",1,
4,"422243","在端点包络@3",0,
4,"422243","功能@3",1,
4,"422243","传热系数(U)@92",47.55,
4,"422243","热阻(R)@92",0.02,
4,"422243","注释记号@0",, F10 
24,422466,GUID@-1,,59371552580043eb9ba360956513fd87
24,"422466","标高@19",, Level 1 
24,"422466","底高度@19",0,
24,"422466","创建的阶段@14",, Working Drawings 
24,"422466","顶高度@-1",6.89,
24,"422466","主体 ID@-1",, Wall - Timber Clad 
24,"422466","类型@-1",, 800 x 2100 
24,"422466","面积@1",31.91,
24,"422466","体积@1",3.84,
24,"422466","类型 ID@-1",, 800 x 2100 
24,"422466","标记@0",, 103 
24,"422466","族@-1",, 800 x 2100 
24,"422466","族与类型@-1",, 800 x 2100 
24,"422466","Trim Projection Int@1",0.1,
24,"422466","分析构造@92",, <无> 
24,"422466","Trim Projection Ext@1",0.1,
24,"422466","宽度@1",2.62,
24,"422466","Trim Width@1",0.26,
24,"422466","部件代码@0",, C1020 
24,"422466","高度@1",6.89,
24,"422466","Frame Material@5",, Door - Frame 
24,"422466","部件说明@0",, Interior Doors 
24,"422466","类型名称@0",, 800 x 2100 
24,"422466","墙闭合@3",0,
24,"422466","功能@3",0,
24,"422466","厚度@1",0.16,
24,"422466","类型标记@0",, 3 
24,"422466","Door Material@5",, Door - Panel 
10,423100,GUID@-1,,59371552580043eb9ba360956513fb79
10,"423100","主体 ID@-1",, SH_Curtain wall 
10,"423100","体积@1",3.82,
10,"423100","类型 ID@-1",, Glazed 
10,"423100","宽度@1",4.72,
10,"423100","创建的阶段@14",, Working Drawings 
10,"423100","高度@1",9.71,
10,"423100","面积@1",45.88,
10,"423100","族@-1",, Glazed 
10,"423100","标高@19",, Level 1 
10,"423100","族与类型@-1",, Glazed 
10,"423100","类型@-1",, Glazed 
10,"423100","偏移@19",0.1,
10,"423100","材质@5",, Glass 
10,"423100","厚度@1",0.08,
10,"423100","分析构造@92",, <无> 
10,"423100","类型名称@0",, Glazed 
24,423107,GUID@-1,,59371552580043eb9ba360956513fb06
24,"423107","标高@19",, Level 1 
24,"423107","主体 ID@-1",, SH_Curtain wall 
24,"423107","高度@1",8.73,
24,"423107","类型@-1",, Entrance door 
24,"423107","族与类型@-1",, Entrance door 
24,"423107","标记@0",, 201A 
24,"423107","创建的阶段@14",, Working Drawings 
24,"423107","族@-1",, Entrance door 
24,"423107","体积@1",3.59,
24,"423107","类型 ID@-1",, Entrance door 
24,"423107","宽度@1",4.72,
24,"423107","面积@1",41.23,
24,"423107","功能@3",0,
24,"423107","厚度@1",0.08,
24,"423107","分析构造@92",, <无> 
24,"423107","类型名称@0",, Entrance door 
24,"423107","OmniClass 标题@0",, Doors 
24,"423107","类型标记@0",, 60 
24,"423107","OmniClass 编号@0",, 23.30.10.00 
11,423134,GUID@-1,,59371552580043eb9ba360956513fb1b
11,"423134","面积@1",2.21,
11,"423134","族与类型@-1",, 64 x 128 rectangular 
11,"423134","体积@1",0.2,
11,"423134","标高@19",, Level 1 
11,"423134","长度@1",4.72,
11,"423134","类型 ID@-1",, 64 x 128 rectangular 
11,"423134","类型@-1",, 64 x 128 rectangular 
11,"423134","创建的阶段@14",, Working Drawings 
11,"423134","主体 ID@-1",, SH_Curtain wall 
11,"423134","族@-1",, 64 x 128 rectangular 
11,"423134","边 1 上的宽度@1",0.07,
11,"423134","材质@5",, Metal - Paint Finish - Dark Gray  Matte 
11,"423134","边 2 上的宽度@1",0.07,
11,"423134","角度@19",0,
11,"423134","角竖梃@3",0,
11,"423134","厚度@3",0.33,
11,"423134","偏移@19",0,
11,"423134","类型名称@0",, 64 x 128 rectangular 
11,423136,GUID@-1,,59371552580043eb9ba360956513fb25
11,"423136","类型@-1",, 64 x 128 rectangular 
11,"423136","长度@1",4.72,
11,"423136","标高@19",, Level 1 
11,"423136","创建的阶段@14",, Working Drawings 
11,"423136","类型 ID@-1",, 64 x 128 rectangular 
11,"423136","面积@1",2.21,
11,"423136","族@-1",, 64 x 128 rectangular 
11,"423136","主体 ID@-1",, SH_Curtain wall 
11,"423136","族与类型@-1",, 64 x 128 rectangular 
11,"423136","体积@1",0.2,
11,"423136","边 1 上的宽度@1",0.07,
11,"423136","材质@5",, Metal - Paint Finish - Dark Gray  Matte 
11,"423136","边 2 上的宽度@1",0.07,
11,"423136","角度@19",0,
11,"423136","角竖梃@3",0,
11,"423136","厚度@3",0.33,
11,"423136","偏移@19",0,
11,"423136","类型名称@0",, 64 x 128 rectangular 
11,423138,GUID@-1,,59371552580043eb9ba360956513fb27
11,"423138","面积@1",4.56,
11,"423138","标高@19",, Level 1 
11,"423138","体积@1",0.42,
11,"423138","族@-1",, 64 x 128 rectangular 
11,"423138","类型 ID@-1",, 64 x 128 rectangular 
11,"423138","类型@-1",, 64 x 128 rectangular 
11,"423138","创建的阶段@14",, Working Drawings 
11,"423138","长度@1",9.84,
11,"423138","族与类型@-1",, 64 x 128 rectangular 
11,"423138","主体 ID@-1",, SH_Curtain wall 
11,"423138","边 1 上的宽度@1",0.07,
11,"423138","材质@5",, Metal - Paint Finish - Dark Gray  Matte 
11,"423138","边 2 上的宽度@1",0.07,
11,"423138","角度@19",0,
11,"423138","角竖梃@3",0,
11,"423138","厚度@3",0.33,
11,"423138","偏移@19",0,
11,"423138","类型名称@0",, 64 x 128 rectangular 
11,423139,GUID@-1,,59371552580043eb9ba360956513fb26
11,"423139","创建的阶段@14",, Working Drawings 
11,"423139","体积@1",0.38,
11,"423139","类型@-1",, 64 x 128 rectangular 
11,"423139","主体 ID@-1",, SH_Curtain wall 
11,"423139","类型 ID@-1",, 64 x 128 rectangular 
11,"423139","长度@1",8.86,
11,"423139","族与类型@-1",, 64 x 128 rectangular 
11,"423139","面积@1",4.11,
11,"423139","标高@19",, Level 1 
11,"423139","族@-1",, 64 x 128 rectangular 
11,"423139","边 1 上的宽度@1",0.07,
11,"423139","材质@5",, Metal - Paint Finish - Dark Gray  Matte 
11,"423139","边 2 上的宽度@1",0.07,
11,"423139","角度@19",0,
11,"423139","角竖梃@3",0,
11,"423139","厚度@3",0.33,
11,"423139","偏移@19",0,
11,"423139","类型名称@0",, 64 x 128 rectangular 
11,423148,GUID@-1,,59371552580043eb9ba360956513fb29
11,"423148","主体 ID@-1",, SH_Curtain wall 
11,"423148","长度@1",8.86,
11,"423148","标高@19",, Level 1 
11,"423148","面积@1",4.11,
11,"423148","类型 ID@-1",, 64 x 128 rectangular 
11,"423148","族与类型@-1",, 64 x 128 rectangular 
11,"423148","类型@-1",, 64 x 128 rectangular 
11,"423148","体积@1",0.38,
11,"423148","族@-1",, 64 x 128 rectangular 
11,"423148","创建的阶段@14",, Working Drawings 
11,"423148","边 1 上的宽度@1",0.07,
11,"423148","材质@5",, Metal - Paint Finish - Dark Gray  Matte 
11,"423148","边 2 上的宽度@1",0.07,
11,"423148","角度@19",0,
11,"423148","角竖梃@3",0,
11,"423148","厚度@3",0.33,
11,"423148","偏移@19",0,
11,"423148","类型名称@0",, 64 x 128 rectangular 
11,423149,GUID@-1,,59371552580043eb9ba360956513fb28
